scenario,strategy,replication,agv_id,min_soc,completed_tasks,charge_h,stops,traction_energy,delivered_kwh,detour_m
v3_primary_challenge,C1,1012,3,19.88031480883243,456,2.693306301866576,0,5.439999999999978,7.010595370669499,20.0
v3_primary_challenge,C1,1012,4,19.938687020677733,415,1.4623997811991896,0,4.987999999999983,3.503065648966113,10.0
v3_primary_challenge,C1,1012,5,19.71166666666665,413,2.932314438177228,0,4.931999999999978,7.024132602045898,20.0
v3_primary_challenge,C2,1012,1,19.75811677446074,423,3.383315422972176,0,5.569999999999947,8.01199149731631,2670.0
v3_primary_challenge,C2,1012,2,19.619937781925266,460,2.4451851086158976,0,5.919999999999959,6.449279973433043,1710.0
v3_primary_challenge,C2,1012,3,19.74031996656983,433,3.2490892098212454,0,5.659999999999948,7.497539815113976,2430.0
v3_primary_challenge,C2,1012,4,19.900589189856163,399,4.229450972989459,0,5.30199999999994,6.8642600934106,2450.0
v3_primary_challenge,C2,1012,5,19.900970493949956,440,3.6174624322994973,0,5.825999999999947,8.03018815760149,3020.0
v3_primary_challenge,C3,1012,1,24.092158490892757,433,1.9257833104369682,0,5.731999999999942,4.91643275519429,2850.0
v3_primary_challenge,C3,1012,2,24.297048732933845,435,1.7056973506071826,0,5.801999999999935,4.292549076746421,2660.0
v3_primary_challenge,C3,1012,3,25.039299418190275,432,2.0323779158358866,0,5.715999999999941,5.047254786023494,2930.0
v3_primary_challenge,C3,1012,4,23.524089149960766,430,1.7985944019323385,0,5.70999999999994,4.02963121757531,2710.0
v3_primary_challenge,C3,1012,5,24.131302766660564,425,2.0978540575473255,0,5.7799999999999345,4.678614407045641,3440.0
v3_primary_challenge,C4,1012,1,38.40498824947433,426,2.214221972402721,0,5.797999999999939,5.7409391183866845,3130.0
v3_primary_challenge,C4,1012,2,19.716455112901723,440,2.8610198236647,0,5.73599999999994,7.495002195655281,2510.0
v3_primary_challenge,C4,1012,3,25.637980321178983,428,2.0362398558112926,0,5.749999999999935,5.108549942284048,3180.0
v3_primary_challenge,C4,1012,4,21.506732088522725,435,1.7501828656454106,0,5.747999999999934,3.9756522533922936,2940.0
v3_primary_challenge,C4,1012,5,21.63874263131782,426,1.9772316146168876,0,5.703999999999945,4.473958622500712,2810.0
v3_primary_challenge,C5,1012,1,16.30125720522525,433,1.7889515477120135,0,5.791999999999934,4.6576739861499155,2910.0
v3_primary_challenge,C5,1012,2,32.087193867879165,433,1.847515684248486,0,5.799999999999935,4.727223209325141,2860.0
v3_primary_challenge,C5,1012,3,24.608078719017417,430,2.0078089383679742,0,5.751999999999936,5.061693751064869,3070.0
